ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (F),RELATIVE HUMIDITY (%),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
10.2137,-1.1995,0.8218,9.6964,-1.1585,0.8991,0.5173,-0.041,-0.0773,0.0393,-0.0493,0.0609,0,-10.83,-40.01,23.93,148.56,6.78,-84.7,3.1,1005.62,78.1,26.3,71.568,39.573936,-77.62416,458.06,587.468536,,132.3,29.032257,322.7,17 / 21,"$GPRMC,174200,A,3934.436197,N,07737.449761,W,71.4,322.7,150117,0.0,E,D*37::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174200,3934.436197,N,07737.449761,W,2,12,0.6,184.0,M,-42.0,M,,*7E::$GPGSV,3,3,21,31,09,209,28,32,51,285,33,15,07,075,,20,02,127,*7F::$GPVTG,322.7,T,322.7,M,71.4,N,132.3,K,D*17::$GLGSV,3,3,21,72,61,032,31*57",3430007,2017-01-15 16:52:10:738
9.6109,-1.6358,1.2192,9.6612,-1.3825,0.9598,-0.0502,-0.2534,0.2595,0.0274,-0.0396,0.0758,0,-11.35,-41.54,22.44,151.78,8.1,-84.33,3.1,1006.12,77.9,26.3,71.995,39.576817,-77.62698,438.71,540.1354021,,131.4,29.032257,323,17 / 21,"$GPRMC,174211,A,3934.608895,N,07737.619133,W,71.0,323.0,150117,0.0,E,D*37::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174211,3934.608895,N,07737.619133,W,2,12,0.6,178.0,M,-42.0,M,,*7F::$GPGSV,3,3,21,25,12,142,20,31,09,209,28,32,51,285,33,20,02,127,*7F::$GPVTG,323.0,T,323.0,M,71.0,N,131.4,K,D*17::$GLGSV,3,3,21,72,61,032,31*57",3440008,2017-01-15 16:52:20:739
9.7701,-1.2324,0.5213,9.7106,-1.1037,0.8103,0.0595,-0.1287,-0.289,0.0448,-0.0295,0.0716,0,-11.14,-40.9,23.69,149.26,6.46,-85.23,3.1,1006.32,77.9,26.2,71.844,39.5792,-77.62934,425.81,540.1354021,,135,29.032257,322.6,17 / 21,"$GPRMC,174220,A,3934.751974,N,07737.760522,W,72.9,322.6,150117,0.0,E,D*30::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174220,3934.751974,N,07737.760522,W,2,12,0.6,174.0,M,-42.0,M,,*79::$GPGSV,3,3,21,25,12,142,23,31,09,209,27,32,51,285,33,20,02,127,*73::$GPVTG,322.6,T,322.6,M,72.9,N,135.0,K,D*1D::$GLGSV,3,3,21,72,61,032,31*57",3450007,2017-01-15 16:52:30:739
9.1494,-1.1839,-0.0952,9.6959,-1.4183,0.3848,-0.5465,0.2344,-0.48,0.0723,-0.0383,0.0538,0,-11.69,-39.21,23.73,148.68,8.32,-87.73,3.1,1006.14,78,26.2,71.559,39.581806,-77.632095,438.71,540.1354021,,135.9,29.032257,316.8,17 / 21,"$GPRMC,174230,A,3934.908442,N,07737.925686,W,73.4,316.8,150117,0.0,E,D*3C::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174230,3934.908442,N,07737.925686,W,2,12,0.6,178.0,M,-42.0,M,,*7C::$GPGSV,3,3,21,25,12,142,23,31,09,209,21,32,51,285,28,20,02,127,*7F::$GPVTG,316.8,T,316.8,M,73.4,N,135.9,K,D*18::$GLGSV,3,1,21,74,62,098,29,73,20,030,19,75,31,172,31,65,35,316,29*68",3460007,2017-01-15 16:52:40:738
9.5146,-1.7544,0.7296,9.6969,-1.3747,0.5,-0.1824,-0.3797,0.2297,0.0536,-0.0609,0.0822,0,-11.26,-37.64,26.6,144.76,8.06,-87.05,3.1,1006.35,78,26.2,71.999,39.584145,-77.6358,441.94,535.4882797,,134.1,35.48387,304.2,17 / 21,"$GPRMC,174241,A,3935.048720,N,07738.148182,W,72.4,304.2,150117,0.0,E,D*36::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.7,0.8*31::$GPGGA,174241,3935.048720,N,07738.148182,W,2,12,0.7,179.0,M,-42.0,M,,*7E::$GPGSV,3,3,21,31,09,209,20,32,51,285,22,15,07,075,,20,02,127,*77::$GPVTG,304.2,T,304.2,M,72.4,N,134.1,K,D*10::$GLGSV,3,3,21,72,61,032,26*51",3470007,2017-01-15 16:52:50:739
10.6841,-1.1833,0.4615,9.6797,-1.2979,0.8884,1.0044,0.1146,-0.4269,0.0377,-0.0396,0.0428,0,-174.32,5.36,54.37,106.94,7.64,-84.74,3.1,1006.6,77.9,26.1,72.705,39.585716,-77.63919,438.71,535.4882797,,135,35.48387,300.4,17 / 21,"$GPRMC,174250,A,3935.143025,N,07738.351501,W,72.9,300.4,150117,0.0,E,D*34::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.0,0.7,0.7*3F::$GPGGA,174250,3935.143025,N,07738.351501,W,2,12,0.7,178.0,M,-42.0,M,,*72::$GPGSV,3,3,21,32,51,286,22,11,02,320,,15,07,075,,20,01,127,*76::$GPVTG,300.4,T,300.4,M,72.9,N,135.0,K,D*1D::$GLGSV,3,3,21,72,61,032,24*53",3480007,2017-01-15 16:53:00:738
9.4002,-0.6823,1.0116,9.7256,-0.6902,1.0523,-0.3253,0.0079,-0.0407,0.028,-0.0362,0.063,0,-10.61,-38.21,28.74,142.74,4.04,-83.81,3.1,1007.19,78,26.1,71.164,39.587467,-77.64289,425.81,517.6843568,,132.3,32.258064,303.4,17 / 21,"$GPRMC,174300,A,3935.248080,N,07738.573461,W,71.4,303.4,150117,0.0,E,D*3B::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.0,0.7,0.7*3F::$GPGGA,174300,3935.248080,N,07738.573461,W,2,12,0.7,174.0,M,-42.0,M,,*7C::$GPGSV,3,3,21,32,51,286,27,11,02,320,,15,07,075,,20,01,127,*73::$GPVTG,303.4,T,303.4,M,71.4,N,132.3,K,D*17::$GLGSV,3,3,21,72,61,032,28*5F",3490007,2017-01-15 16:53:10:738
9.9976,-0.9002,1.1103,9.7054,-1.0834,0.896,0.2922,0.1831,0.2143,0.0298,-0.0451,0.0728,0,-21.89,-44.46,28.59,146.03,6.34,-84.73,3.1,1007.77,78,26,69.547,39.5893,-77.64623,412.9,517.6843568,,125.1,29.032257,308.1,17 / 21,"$GPRMC,174310,A,3935.357939,N,07738.774016,W,67.5,308.1,150117,0.0,E,D*37::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.8,0.8*3E::$GPGGA,174310,3935.357939,N,07738.774016,W,2,12,0.8,170.0,M,-42.0,M,,*73::$GPGSV,3,3,21,32,51,286,30,11,02,320,,15,07,075,,20,01,127,*75::$GPVTG,308.1,T,308.1,M,67.5,N,125.1,K,D*15::$GLGSV,3,3,21,72,61,032,28*5F",3500007,2017-01-15 16:53:20:739
9.4984,-1.4365,0.6057,9.6925,-1.3957,0.5266,-0.1941,-0.0408,0.0791,0.0368,-0.0301,0.0578,0,-10.69,-38.56,28.1,144.44,8.17,-86.9,3.1,1007.54,78,26,70.067,39.59121,-77.64928,419.35,525.6311419,,119.7,32.258064,309.2,17 / 21,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,21,32,51,286,26,11,02,320,,15,07,075,,20,01,127,*72::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,21,72,61,032,26*51",3510009,2017-01-15 16:53:30:739
9.7845,-0.7153,0.3944,9.7167,-1.171,0.6201,0.0678,0.4557,-0.2257,0.039,-0.0441,0.0648,0,-10,-38.04,27.82,143.56,6.91,-86.33,3.1,1006.99,78.1,26,70.504,39.593124,-77.652374,438.71,525.6311419,,124.2,29.032257,308.6,17 / 21,"$GPRMC,174330,A,3935.587377,N,07739.142626,W,67.1,308.6,150117,0.0,E,D*3A::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174330,3935.587377,N,07739.142626,W,2,12,0.6,178.0,M,-42.0,M,,*7B::$GPGSV,3,3,21,31,10,209,22,32,51,286,29,11,02,320,,20,01,127,*74::$GPVTG,308.6,T,308.6,M,67.1,N,124.2,K,D*13::$GLGSV,3,3,21,72,61,032,20*57",3520008,2017-01-15 16:53:40:739
8.172,-1.2504,0.9146,9.6224,-1.6662,0.8969,-1.4503,0.4158,0.0177,0.0176,-0.0313,0.0144,0,-61.43,-17.93,-6.66,180.75,9.84,-84.75,3.1,1005.67,78.1,25.9,71.897,39.595264,-77.65581,461.29,536.6641777,,126,29.032257,309,17 / 21,"$GPRMC,174341,A,3935.715733,N,07739.348217,W,68.0,309.0,150117,0.0,E,D*36::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174341,3935.715733,N,07739.348217,W,2,12,0.6,185.0,M,-42.0,M,,*7C::$GPGSV,3,3,21,31,10,209,17,32,51,286,28,11,02,320,,20,01,127,*73::$GPVTG,309.0,T,309.0,M,68.0,N,126.0,K,D*1D::$GLGSV,3,3,21,72,61,032,19*5D",3530008,2017-01-15 16:53:50:738
9.4427,-1.7986,0.3424,9.6548,-1.5869,0.6616,-0.212,-0.2117,-0.3192,0.0487,-0.0133,0.0602,0,-12.51,-37.99,28.2,143.73,9.31,-86.08,3.1,1004.86,78.1,26,71.129,39.597263,-77.65896,483.87,536.6641777,,126,29.032257,308.3,17 / 21,"$GPRMC,174351,A,3935.835883,N,07739.537758,W,68.0,308.3,150117,0.0,E,D*3C::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174351,3935.835883,N,07739.537758,W,2,12,0.6,192.0,M,-42.0,M,,*72::$GPGSV,3,3,21,31,10,209,17,32,51,286,29,11,02,320,,20,01,127,*72::$GPVTG,308.3,T,308.3,M,68.0,N,126.0,K,D*1D::$GLGSV,3,3,21,72,61,032,16*52",3540009,2017-01-15 16:54:00:740
9.4906,-1.2097,0.4334,9.7489,-0.9393,0.4965,-0.2583,-0.2704,-0.0632,0.0512,-0.0304,0.0602,0,-11.95,-37.51,29.47,142.71,5.5,-87.08,3.1,1005.03,78.2,25.8,70.998,39.59887,-77.66207,483.87,591.2611561,,126.9,32.258064,299.5,17 / 21,"$GPRMC,174400,A,3935.932153,N,07739.724234,W,68.5,299.5,150117,0.0,E,D*38::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.2,0.8,0.8*3D::$GPGGA,174400,3935.932153,N,07739.724234,W,2,12,0.8,192.0,M,-42.0,M,,*72::$GPGSV,3,3,21,32,51,286,25,11,02,320,,20,01,127,,31,10,209,*78::$GPVTG,299.5,T,299.5,M,68.5,N,126.9,K,D*11::$GLGSV,3,3,21,72,61,035,28*58",3550008,2017-01-15 16:54:10:739
9.7929,-0.9218,1.1271,9.7192,-1.0763,0.7406,0.0737,0.1545,0.3864,0.0512,-0.0341,0.0746,0,-11.69,-34.56,30.43,139.32,6.3,-85.69,3.1,1006.26,78.2,26,70.704,39.60015,-77.66626,458.06,591.2611561,,131.4,32.258064,285,17 / 21,"$GPRMC,174411,A,3936.009208,N,07739.975434,W,71.0,285.0,150117,0.0,E,D*3E::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.8,0.8*3E::$GPGGA,174411,3936.009208,N,07739.975434,W,2,12,0.8,184.0,M,-42.0,M,,*76::$GPGSV,3,3,21,32,51,286,31,11,02,320,,20,01,127,,31,10,209,*7D::$GPVTG,285.0,T,285.0,M,71.0,N,131.4,K,D*17::$GLGSV,3,3,21,72,61,035,15*56",3560008,2017-01-15 16:54:20:739
10.2376,-1.1947,0.2484,9.7109,-1.2604,0.5293,0.5267,0.0657,-0.2809,0.0558,-0.0399,0.0716,0,-11.32,-31.51,31.91,135.32,7.38,-86.87,3.1,1007.54,78.3,25.9,70.056,39.600704,-77.67046,422.58,532.265261,,132.3,29.032257,274.6,17 / 21,"$GPRMC,174421,A,3936.042130,N,07740.228052,W,71.4,274.6,150117,0.0,E,D*3F::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174421,3936.042130,N,07740.228052,W,2,12,0.6,173.0,M,-42.0,M,,*7D::$GPGSV,3,3,21,32,51,286,31,11,02,320,,15,07,075,,20,01,127,*74::$GPVTG,274.6,T,274.6,M,71.4,N,132.3,K,D*17::$GLGSV,3,3,21,72,61,035,31*50",3570008,2017-01-15 16:54:30:738
9.8306,-0.9026,0.5962,9.7045,-1.1507,0.818,0.1261,0.2481,-0.2219,0.0368,-0.0301,0.0673,0,-9.68,-28.34,33.57,129.52,6.74,-85.18,3.1,1007.66,78.3,25.9,71.623,39.600647,-77.67435,406.45,532.265261,,135,38.709675,265.7,17 / 21,"$GPRMC,174430,A,3936.038982,N,07740.460764,W,72.9,265.7,150117,0.0,E,D*34::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174430,3936.038982,N,07740.460764,W,2,12,0.6,168.0,M,-42.0,M,,*73::$GPGSV,3,3,21,31,11,209,26,32,52,286,35,11,02,320,,20,01,129,*71::$GPVTG,265.7,T,265.7,M,72.9,N,135.0,K,D*1D::$GLGSV,3,3,21,72,61,035,32*53",3580007,2017-01-15 16:54:40:738
9.3631,-1.5419,0.5716,9.6938,-1.2529,0.7944,-0.3307,-0.289,-0.2228,0.0558,-0.0429,0.0716,0,-9.89,-28.41,33.74,129.58,7.34,-85.31,3.1,1007.41,78.3,25.8,72.095,39.60037,-77.67911,406.45,514.9577491,,132.3,35.48387,265.6,17 / 21,"$GPRMC,174441,A,3936.022109,N,07740.746139,W,71.4,265.6,150117,0.0,E,D*34::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174441,3936.022109,N,07740.746139,W,2,12,0.6,168.0,M,-42.0,M,,*7C::$GPGSV,3,3,21,25,14,142,21,31,11,209,28,32,52,286,35,20,01,129,*7A::$GPVTG,265.6,T,265.6,M,71.4,N,132.3,K,D*17::$GLGSV,3,3,21,72,61,036,32*50",3590007,2017-01-15 16:54:50:739
9.508,-1.3838,0.9272,9.6717,-1.3266,0.9316,-0.1638,-0.0572,-0.0045,0.0362,-0.0371,0.0761,0,-8.92,-28.4,33.54,129.41,7.77,-84.5,3.1,1007.12,78.4,25.8,71.721,39.600143,-77.68288,396.77,514.9577491,,129.6,32.258064,264.8,17 / 21,"$GPRMC,174450,A,3936.008749,N,07740.972751,W,70.0,264.8,150117,0.0,E,D*35::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174450,3936.008749,N,07740.972751,W,2,12,0.6,165.0,M,-42.0,M,,*7A::$GPGSV,3,3,21,25,14,142,18,31,11,209,16,32,52,286,31,20,01,129,*79::$GPVTG,264.8,T,264.8,M,70.0,N,129.6,K,D*1D::$GLGSV,3,3,21,72,61,036,27*54",3600007,2017-01-15 16:55:00:739
8.609,-0.8511,0.817,9.6822,-1.2519,0.9266,-1.0732,0.4008,-0.1096,0.024,-0.0484,0.0416,0,-10.15,-29.55,33.85,131.34,7.38,-84.52,3.1,1007.98,78.4,25.8,72.757,39.59988,-77.68703,403.23,509.4538718,,128.7,32.258064,265.1,17 / 21,"$GPRMC,174500,A,3935.992808,N,07741.221364,W,69.5,265.1,150117,0.0,E,D*39::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174500,3935.992808,N,07741.221364,W,2,12,0.6,167.0,M,-42.0,M,,*71::$GPGSV,3,3,21,25,14,142,19,31,11,209,29,32,52,286,35,20,01,129,*70::$GPVTG,265.1,T,265.1,M,69.5,N,128.7,K,D*10::$GLGSV,3,3,21,72,61,036,28*5B",3610008,2017-01-15 16:55:10:738
9.6881,-1.2222,0.6213,9.7068,-1.2102,0.6949,-0.0187,-0.012,-0.0736,0.035,-0.0386,0.0593,0,-9.87,-28.72,34.19,129.67,7.09,-85.89,3.1,1008.75,78.4,25.7,71.877,39.599674,-77.69122,380.65,509.4538718,,133.2,32.258064,265.7,17 / 21,"$GPRMC,174510,A,3935.980589,N,07741.473579,W,71.9,265.7,150117,0.0,E,D*37::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174510,3935.980589,N,07741.473579,W,2,12,0.6,160.0,M,-42.0,M,,*7B::$GPGSV,3,3,21,31,11,209,26,32,52,286,36,11,02,320,,20,01,129,*72::$GPVTG,265.7,T,265.7,M,71.9,N,133.2,K,D*1A::$GLGSV,3,3,21,72,61,036,31*53",3620008,2017-01-15 16:55:20:738
9.5798,-1.0373,1.309,9.6979,-1.07,0.9882,-0.1181,0.0327,0.3208,0.0341,-0.0457,0.0719,0,-10.73,-28.49,33.55,129.36,6.28,-84.21,3.1,1008.18,78.6,25.8,71.816,39.599457,-77.69547,370.97,493.5431802,,131.4,32.258064,265.6,17 / 21,"$GPRMC,174520,A,3935.967232,N,07741.728584,W,71.0,265.6,150117,0.0,E,D*3D::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.0,0.7,0.7*3F::$GPGGA,174520,3935.967232,N,07741.728584,W,2,12,0.7,157.0,M,-42.0,M,,*7C::$GPGSV,3,3,21,31,11,209,26,32,52,286,34,11,02,320,,20,01,129,*70::$GPVTG,265.6,T,265.6,M,71.0,N,131.4,K,D*17::$GLGSV,3,3,21,72,61,036,31*53",3630007,2017-01-15 16:55:30:738
9.4487,-1.7561,1.4048,9.6169,-1.2698,1.4396,-0.1682,-0.4863,-0.0348,0.0179,-0.0432,0.077,0,-10.8,-32.39,33.29,133.49,7.38,-81.47,3.1,1008.24,78.5,25.7,72.947,39.599464,-77.70012,370.97,493.5431802,,133.2,29.032257,276.5,17 / 21,"$GPRMC,174531,A,3935.967724,N,07742.007043,W,71.9,276.5,150117,0.0,E,D*30::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174531,3935.967724,N,07742.007043,W,2,12,0.6,157.0,M,-42.0,M,,*78::$GPGSV,3,3,21,31,11,209,15,32,52,286,32,11,02,320,,20,01,129,*76::$GPVTG,276.5,T,276.5,M,71.9,N,133.2,K,D*1A::$GLGSV,3,3,21,72,61,036,31*53",3640007,2017-01-15 16:55:40:739
9.921,-0.5638,1.6119,9.6635,-0.7609,1.486,0.2575,0.1971,0.1259,0.0136,-0.0359,0.0551,0,-14.91,-37.96,32.78,137.92,4.45,-81.26,3.1,1008.78,78.5,25.7,71.491,39.60015,-77.70391,374.19,484.1536681,,134.1,35.48387,287.8,17 / 21,"$GPRMC,174541,A,3936.018217,N,07742.256622,W,71.0,290.7,150117,0.0,E,D*34::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.0,0.6,0.7*3E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,21,25,14,142,28,31,11,209,21,32,52,286,18,20,01,129,*75::$GPVTG,290.7,T,290.7,M,71.0,N,131.4,K,D*17::$GLGSV,3,3,21,72,61,036,26*55",3650008,2017-01-15 16:55:50:738
9.8857,-1.0912,0.1772,9.7119,-1.2322,0.576,0.1738,0.1411,-0.3988,0.0481,-0.0338,0.0709,0,-14.99,-39.01,31.65,140.85,7.22,-86.58,3.1,1009.52,78.6,25.8,70.973,39.601532,-77.70814,351.61,484.1536681,,127.8,32.258064,294.7,17 / 21,"$GPRMC,174551,A,3936.091880,N,07742.488039,W,69.0,294.7,150117,0.0,E,D*34::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.2,0.8,0.8*3D::$GPGGA,174551,3936.091880,N,07742.488039,W,2,12,0.8,151.0,M,-42.0,M,,*7A::$GPGSV,3,3,21,25,14,140,27,31,11,209,17,32,52,288,28,20,00,000,*7B::$GPVTG,294.7,T,294.7,M,69.0,N,127.8,K,D*15::$GLGSV,3,3,21,72,61,037,30*53",3660007,2017-01-15 16:56:00:738
9.1818,-1.0511,0.7673,9.7106,-1.1363,0.7632,-0.5289,0.0853,0.0041,0.0362,-0.0041,0.0679,0,-73.65,-21.43,140.51,99.69,6.63,-85.53,3.1,1009.54,78.6,25.5,71.731,39.602688,-77.71152,348.39,484.1536681,,126,32.258064,294.6,17 / 21,"$GPRMC,174600,A,3936.161148,N,07742.691177,W,68.0,294.6,150117,0.0,E,D*31::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.7,0.8*31::$GPGGA,174600,3936.161148,N,07742.691177,W,2,12,0.7,150.0,M,-42.0,M,,*71::$GPGSV,3,3,21,25,14,140,29,31,11,209,12,32,52,288,31,20,00,000,*78::$GPVTG,294.6,T,294.6,M,68.0,N,126.0,K,D*1D::$GLGSV,3,3,21,72,61,037,29*5B",3670008,2017-01-15 16:56:10:738
8.1822,-1.2288,0.8499,9.6405,-1.6539,0.7036,-1.4584,0.4251,0.1464,0.0448,-0.0408,0.0431,0,-13.09,-35.34,27.2,142.52,9.73,-85.83,3.1,1009,78.5,25.6,72.383,39.60407,-77.715195,345.16,471.2312061,,126,38.709675,296,17 / 21,"$GPRMC,174610,A,3936.244152,N,07742.911590,W,68.0,296.0,150117,0.0,E,D*31::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.1,0.8,0.8*3E::$GPGGA,174610,3936.244152,N,07742.911590,W,2,12,0.8,149.0,M,-42.0,M,,*72::$GPGSV,3,3,21,11,02,320,,15,06,077,,20,00,000,,21,17,185,*70::$GPVTG,296.0,T,296.0,M,68.0,N,126.0,K,D*1D::$GLGSV,3,3,21,81,09,333,*55",3680007,2017-01-15 16:56:20:738
9.3691,-1.8561,0.6566,9.6563,-1.6124,0.5706,-0.2872,-0.2437,0.086,0.0493,-0.0423,0.0624,0,-12.6,-33.3,29.02,139.18,9.46,-86.62,3.1,1008.22,78.7,25.6,71.68,39.60506,-77.71916,367.74,471.2312061,,130.5,32.258064,284.4,17 / 21,"$GPRMC,174620,A,3936.303539,N,07743.149557,W,70.5,284.4,150117,0.0,E,D*3D::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,1.0,0.7,0.7*3F::$GPGGA,174620,3936.303539,N,07743.149557,W,2,12,0.7,156.0,M,-42.0,M,,*74::$GPGSV,3,3,21,32,52,288,30,11,02,320,,15,06,077,,20,00,000,*7E::$GPVTG,284.4,T,284.4,M,70.5,N,130.5,K,D*13::$GLGSV,3,3,21,73,18,029,*50",3690007,2017-01-15 16:56:30:738
10.2011,-1.6807,0.571,9.7092,-1.2144,0.6536,0.4919,-0.4664,-0.0826,0.0552,-0.0551,0.078,0,-11.71,-31.57,28.86,137.97,7.11,-86.15,3.1,1007.51,78.8,25.5,72.382,39.6056,-77.72339,387.1,503.9062908,,131.4,29.032257,276.2,17 / 21,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,21,25,14,140,27,31,12,209,27,32,52,288,30,11,02,320,*73::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,2,21,88,19,282,19,87,09,236,22,81,09,333,20,71,24,095,27*66",3700007,2017-01-15 16:56:40:738
10.3112,-1.2192,0.6734,9.7099,-1.2428,0.5859,0.6013,0.0235,0.0874,0.0384,-0.0451,0.0716,0,-12.18,-31.59,31.65,135.31,7.25,-86.55,3.1,1007.8,78.8,25.6,72.278,39.605656,-77.72762,393.55,503.9062908,,130.5,29.032257,268.2,17 / 21,"$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E::$GPGGA,,,,,,0,,,,,,,,*66::$GPGSV,3,3,21,25,14,140,25,31,12,209,26,32,52,288,35,11,02,320,*75::$GPVTG,,T,,M,,N,,K,N*2C::$GLGSV,3,3,21,72,61,037,30*53",3710007,2017-01-15 16:56:50:739
9.4439,-1.4425,0.7649,9.6897,-1.1919,0.9268,-0.2458,-0.2506,-0.1619,0.0371,-0.0646,0.0602,0,-12.54,-30.42,31.86,133.1,6.96,-84.51,3.1,1007.67,78.8,25.6,71.432,39.60551,-77.73184,387.1,492.9561572,,129.6,29.032257,267.1,17 / 21,"$GPRMC,174650,A,3936.330693,N,07743.910606,W,70.0,267.1,150117,0.0,E,D*37::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174650,3936.330693,N,07743.910606,W,2,12,0.6,162.0,M,-42.0,M,,*75::$GPGSV,3,1,21,10,77,330,32,12,21,099,22,14,30,268,22,15,06,077,16*77::$GPVTG,267.1,T,267.1,M,70.0,N,129.6,K,D*1D::$GLGSV,3,3,21,72,61,037,32*51",3720009,2017-01-15 16:57:00:738
9.2189,-0.6404,1.1935,9.6497,-1.0707,1.3812,-0.4308,0.4302,-0.1877,0.0191,-0.0545,0.0673,0,-12.38,-30.85,30.91,134.33,6.33,-81.87,3.1,1006.81,78.6,25.6,71.728,39.60537,-77.736,406.45,492.9561572,,130.5,29.032257,268.1,17 / 21,"$GPRMC,174700,A,3936.322044,N,07744.160089,W,70.5,268.1,150117,0.0,E,D*3F::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174700,3936.322044,N,07744.160089,W,2,12,0.6,168.0,M,-42.0,M,,*7D::$GPGSV,3,3,21,25,14,140,22,31,12,209,23,32,52,288,34,11,02,320,*76::$GPVTG,268.1,T,268.1,M,70.5,N,130.5,K,D*13::$GLGSV,3,3,21,72,61,037,33*50",3730007,2017-01-15 16:57:10:738
9.742,-1.1193,0.9236,9.6551,-1.2759,1.15,0.087,0.1566,-0.2264,0.0249,-0.0457,0.0587,0,-13.67,-32.16,31.11,135.54,7.48,-83.18,3.1,1006.01,78.8,25.4,71.548,39.60541,-77.73988,432.26,547.5672531,,116.1,32.258064,274,17 / 21,"$GPRMC,174710,A,3936.324667,N,07744.392763,W,62.7,274.0,150117,0.0,E,D*3E::$GPGSA,A,3,10,12,14,15,18,20,21,24,25,27,31,32,0.9,0.6,0.7*36::$GPGGA,174710,3936.324667,N,07744.392763,W,2,12,0.6,176.0,M,-42.0,M,,*7E::$GPGSV,3,3,21,25,14,140,24,31,12,209,13,32,52,288,29,11,02,320,*7F::$GPVTG,274.0,T,274.0,M,62.7,N,116.1,K,D*12::$GLGSV,3,3,21,72,61,037,31*52",3740008,2017-01-15 16:57:20:738
