ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (F),RELATIVE HUMIDITY (%),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.8474,-0.1472,0.0479,9.7618,-0.6998,0.6222,0.0855,0.5525,-0.5743,0.0365,-0.0579,0.0447,0,12.19,20.27,25.97,53.38,4.14,-86.27,3.1,991.65,82.9,19,69.922,40.049377,-80.60012,893.55,1086.234147,,130.5,38.709675,220.3,Dec-15,"$GPRMC,205500,A,4002.962513,N,08036.007088,W,70.5,220.3,150117,0.0,E,D*3A::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.3,0.9,0.8*3B::$GPGGA,205500,4002.962513,N,08036.007088,W,2,11,0.9,309.0,M,-32.0,M,,*78::$GPGSV,3,2,15,25,29,046,26,26,43,178,24,31,72,007,30,32,41,102,20*7B::$GPVTG,220.3,T,220.3,M,70.5,N,130.5,K,D*13::$GLGSV,1,1,15,66,75,317,22,76,76,306,19,75,33,033,26*5D",15010009,2017-01-15 15:55:00:740
9.2129,-0.5908,0.835,9.7467,-0.7257,0.8038,-0.5338,0.135,0.0312,0.0322,-0.0362,0.0584,0,12.32,22.5,26.92,48.43,4.24,-85.29,3.1,993.89,82.9,18.9,70.356,40.046974,-80.602875,845.16,961.2182072,,127.8,45.16129,218.6,Dec-15,"$GPRMC,205510,A,4002.818426,N,08036.172216,W,69.0,218.6,150117,0.0,E,D*35::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.4,1.1,0.8*35::$GPGGA,205510,4002.818426,N,08036.172216,W,2,11,1.1,294.0,M,-32.0,M,,*78::$GPGSV,3,1,15,03,35,305,19,14,66,074,29,16,15,191,30,22,45,286,24*7B::$GPVTG,218.6,T,218.6,M,69.0,N,127.8,K,D*15::$GLGSV,1,1,15,66,75,317,19,76,76,306,17,75,33,033,27*5A",15020007,2017-01-15 15:55:10:738
10.3705,-0.9349,1.585,9.7388,-0.6314,0.9632,0.6317,-0.3035,0.6218,5.00E-04,-0.0429,0.0755,0,13.26,20.38,31.96,54.66,3.66,-84.41,3.1,996.17,82.9,19.3,69.932,40.044582,-80.605515,777.42,961.2182072,,124.2,35.48387,220,Dec-15,"$GPRMC,205520,A,4002.675081,N,08036.330619,W,67.1,220.0,150117,0.0,E,D*37::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.3,0.9,0.8*3B::$GPGGA,205520,4002.675081,N,08036.330619,W,2,11,0.9,273.0,M,-32.0,M,,*78::$GPGSV,3,3,15,01,07,261,,10,07,161,,23,06,298,,29,08,088,*79::$GPVTG,220.0,T,220.0,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,15,66,75,317,22,76,76,306,16,75,33,033,25*51",15030007,2017-01-15 15:55:20:738
9.8988,-0.2951,2.0614,9.5622,-0.4288,2.1331,0.3366,0.8848,-0.3625,-0.0215,-0.0408,0.0712,0,13.95,13.18,32.87,61.38,2.54,-77.42,3.1,998.32,82.9,19,70.33,40.04281,-80.6086,780.65,841.005582,,118.8,32.258064,247.4,Dec-15,"$GPRMC,205530,A,4002.568353,N,08036.515825,W,64.1,247.4,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205530,4002.568353,N,08036.515825,W,2,11,0.9,274.0,M,-32.0,M,,*7D::$GPGSV,3,3,15,32,41,102,25,10,07,161,,23,06,298,,29,08,088,*7A::$GPVTG,247.4,T,247.4,M,64.1,N,118.8,K,D*15::$GLGSV,1,1,15,66,75,317,26,76,76,306,19,75,33,033,25*5A",15040007,2017-01-15 15:55:30:738
9.7965,-1.4293,2.0309,9.4911,-1.477,1.9767,0.3053,0.0476,0.0542,-0.0215,-0.0218,0.0657,0,15.31,0.27,32.37,68.32,8.62,-78.23,3.1,999.34,82.9,19.2,70.173,40.04258,-80.61234,700,841.005582,,112.5,35.48387,276.5,Dec-15,"$GPRMC,205540,A,4002.554736,N,08036.740442,W,60.7,276.5,150117,0.0,E,D*32::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205540,4002.554736,N,08036.740442,W,2,11,0.9,249.0,M,-32.0,M,,*73::$GPGSV,3,3,15,31,72,007,28,32,41,102,23,10,07,161,,29,08,088,*72::$GPVTG,276.5,T,276.5,M,60.7,N,112.5,K,D*10::$GLGSV,1,1,15,66,75,317,31,76,76,306,31,75,33,033,23*50",15050007,2017-01-15 15:55:40:738
9.8797,-0.5926,0.8583,9.7391,-0.9432,0.6564,-0.4933,0.3507,0.2019,0.0258,-0.049,0.0581,0,9.46,-2.9,29.57,88.28,5.55,-86.13,3.1,999.41,82.9,19,69.969,40.04365,-80.61578,677.42,770.9040615,,115.2,29.032257,293.6,Dec-15,"$GPRMC,205550,A,4002.619112,N,08036.947102,W,62.2,293.6,150117,0.0,E,D*3E::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205550,4002.619112,N,08036.947102,W,2,11,0.8,242.0,M,-32.0,M,,*7A::$GPGSV,3,3,15,29,08,088,18,31,72,007,24,32,41,102,28,10,07,161,*7C::$GPVTG,293.6,T,293.6,M,62.2,N,115.2,K,D*17::$GLGSV,1,1,15,66,75,317,32,76,76,306,32,75,33,033,17*57",15060008,2017-01-15 15:55:50:739
9.7456,-1.7795,-0.0215,9.6545,-1.7208,0.0025,0.0914,-0.0569,-0.0216,0.0842,-0.0551,0.0691,0,12.17,10.18,27.5,67.18,10.08,-89.95,3.1,999.74,82.9,19.1,71.031,40.04456,-80.61916,670.97,770.9040615,,108,35.48387,281.3,Dec-15,"$GPRMC,205600,A,4002.673452,N,08037.149757,W,58.3,281.3,150117,0.0,E,D*3A::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205600,4002.673452,N,08037.149757,W,2,11,0.8,240.0,M,-32.0,M,,*72::$GPGSV,3,1,15,01,07,261,17,03,35,305,29,14,66,074,29,16,15,191,23*74::$GPVTG,281.3,T,281.3,M,58.3,N,108.0,K,D*11::$GLGSV,1,1,15,66,75,317,13,76,76,306,20,75,33,033,19*59",15070010,2017-01-15 15:56:00:741
10.1107,-1.081,1.0259,9.7122,-0.7293,1.1454,0.3985,-0.3517,-0.1195,0.0325,-0.0331,0.0816,0,15.03,11.89,28.83,63.77,4.26,-83.27,3.1,1000.31,82.9,19.1,71.319,40.044247,-80.623116,648.39,755.510907,,110.7,32.258064,259.7,Dec-14,"$GPRMC,205611,A,4002.654735,N,08037.386673,W,59.8,259.7,150117,0.0,E,D*30::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205611,4002.654735,N,08037.386673,W,2,11,0.8,233.0,M,-32.0,M,,*77::$GPGSV,3,3,14,31,72,008,22,32,41,104,24,10,06,161,*45::$GPVTG,259.7,T,259.7,M,59.8,N,110.7,K,D*15::$GLGSV,1,1,14,66,75,317,21,76,76,306,25,75,33,033,18*5D",15080008,2017-01-15 15:56:10:739
9.6546,-1.4216,1.391,9.5991,-1.1597,1.6382,0.0556,-0.2619,-0.2471,-7.00E-04,-0.0347,0.0783,0,12.83,11.83,31.67,64.4,6.79,-80.32,3.1,1000.3,83,19.1,69.756,40.043808,-80.626465,645.16,755.510907,,97.2,32.258064,263.1,Dec-15,"$GPRMC,205621,A,4002.628364,N,08037.587953,W,52.5,263.1,150117,0.0,E,D*3B::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205621,4002.628364,N,08037.587953,W,2,11,0.9,232.0,M,-32.0,M,,*75::$GPGSV,3,3,15,31,72,008,32,32,41,104,28,10,06,161,,23,06,298,*7D::$GPVTG,263.1,T,263.1,M,52.5,N,97.2,K,D*28::$GLGSV,1,1,15,66,75,317,32,76,76,306,30,75,33,033,17*55",15090007,2017-01-15 15:56:20:738
9.5571,-1.4341,0.993,9.5545,-1.5433,1.5812,0.0026,0.1244,-0.3361,0.0118,0.0072,0.0517,0,21.49,3.18,31.76,70.81,9.05,-80.6,3.1,999.97,82.9,19.1,69.286,40.04424,-80.62923,658.06,756.8802433,,99,32.258064,290,Dec-15,"$GPRMC,205630,A,4002.654360,N,08037.753459,W,53.5,290.0,150117,0.0,E,D*34::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205630,4002.654360,N,08037.753459,W,2,11,0.9,236.0,M,-32.0,M,,*72::$GPGSV,3,3,15,29,09,088,22,31,72,008,23,32,41,104,29,10,06,161,*7A::$GPVTG,290.0,T,290.0,M,53.5,N,99.0,K,D*25::$GLGSV,1,1,15,66,75,317,34,76,76,306,31,75,33,033,22*54",15100007,2017-01-15 15:56:30:738
9.763,-1.7502,0.5842,9.6489,-1.6639,0.548,0.114,-0.0863,0.0362,0.0799,-0.0475,0.0682,0,15.71,7.96,25.88,66.6,9.74,-86.72,3.1,999.52,82.9,19.2,69.484,40.045364,-80.63245,674.19,756.8802433,,95.4,32.258064,292,Dec-15,"$GPRMC,205641,A,4002.721806,N,08037.946683,W,51.5,292.0,150117,0.0,E,D*35::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205641,4002.721806,N,08037.946683,W,2,11,0.8,241.0,M,-32.0,M,,*72::$GPGSV,3,3,15,29,09,088,19,31,72,008,28,32,41,104,30,10,06,161,*71::$GPVTG,292.0,T,292.0,M,51.5,N,95.4,K,D*2F::$GLGSV,1,1,15,66,75,317,24,76,76,306,26,75,33,033,22*53",15110007,2017-01-15 15:56:40:738
9.9072,-0.8122,0.9122,9.7372,-0.7425,0.8979,0.17,-0.0698,0.0143,0.035,-0.0218,0.0667,0,14.97,10.1,30.61,69.01,4.34,-84.73,3.1,999.3,82.9,19.2,69.103,40.04584,-80.63547,693.55,777.9490865,,106.2,38.709675,279.6,Dec-15,"$GPRMC,205650,A,4002.750314,N,08038.127814,W,57.3,279.6,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205650,4002.750314,N,08038.127814,W,2,11,0.8,247.0,M,-32.0,M,,*7A::$GPGSV,3,3,15,29,09,088,27,31,72,008,25,32,41,104,19,10,06,161,*7A::$GPVTG,279.6,T,279.6,M,57.3,N,106.2,K,D*12::$GLGSV,1,1,15,66,75,317,31,76,76,306,29,75,33,033,13*5A",15120007,2017-01-15 15:56:50:738
9.6426,-1.0157,0.8416,9.6897,-1.2806,0.8004,-0.047,0.2649,0.0412,0.0271,-0.0215,0.0639,0,14.21,10.35,29.26,65.76,7.54,-85.28,3.1,998.79,83,19.2,69.389,40.046295,-80.638824,709.68,777.9490865,,108,35.48387,280.1,Dec-15,"$GPRMC,205700,A,4002.777675,N,08038.329630,W,58.3,280.1,150117,0.0,E,D*31::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205700,4002.777675,N,08038.329630,W,2,11,0.8,252.0,M,-32.0,M,,*79::$GPGSV,3,3,15,29,09,088,28,31,72,008,25,32,41,104,16,10,06,161,*7A::$GPVTG,280.1,T,280.1,M,58.3,N,108.0,K,D*11::$GLGSV,1,1,15,66,77,314,30,76,75,312,29,75,32,033,21*5C",15130008,2017-01-15 15:57:00:739
9.7935,-1.0265,0.2777,9.7601,-0.8994,0.3189,0.0334,-0.1272,-0.0411,0.0683,-0.0283,0.0767,0,15.05,14.2,27.92,60.75,5.26,-88.13,3.1,998.29,83,19,69.418,40.04657,-80.64222,706.45,804.8553178,,99.9,35.48387,269.8,Dec-15,"$GPRMC,205710,A,4002.794150,N,08038.532880,W,53.9,269.8,150117,0.0,E,D*3B::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,1.0,0.7*3D::$GPGGA,205710,4002.794150,N,08038.532880,W,2,11,1.0,251.0,M,-32.0,M,,*76::$GPGSV,3,3,15,29,09,088,24,31,72,008,15,32,41,104,25,10,06,161,*75::$GPVTG,269.8,T,269.8,M,53.9,N,99.9,K,D*20::$GLGSV,1,1,15,66,77,314,23,76,75,312,17,75,32,033,27*55",15140007,2017-01-15 15:57:10:738
9.5894,-1.1187,0.9691,9.7288,-1.1312,0.4902,-0.1395,0.0125,0.4789,0.057,-0.0478,0.0615,0,15.22,17.85,26.19,51.91,6.64,-87.13,3.1,998.32,82.9,19.2,69.89,40.04604,-80.64525,696.77,804.8553178,,95.4,32.258064,250.2,Dec-15,"$GPRMC,205720,A,4002.762470,N,08038.714798,W,51.5,250.2,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205720,4002.762470,N,08038.714798,W,2,11,0.8,248.0,M,-32.0,M,,*7A::$GPGSV,3,3,15,29,09,088,26,31,72,008,26,32,41,104,25,10,06,161,*77::$GPVTG,250.2,T,250.2,M,51.5,N,95.4,K,D*2F::$GLGSV,1,1,15,66,77,314,25,76,75,312,26,75,32,033,25*53",15150007,2017-01-15 15:57:20:738
9.9629,-1.0008,0.9888,9.7184,-0.9543,0.9011,0.2445,-0.0465,0.0877,0.0356,-0.0331,0.0743,0,15.67,17.7,28.98,54.25,5.58,-84.7,3.1,999.14,82.9,19.3,69.039,40.045017,-80.648125,674.19,804.8553178,,99.9,29.032257,244.9,Dec-15,"$GPRMC,205730,A,4002.701104,N,08038.887616,W,53.9,244.9,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205730,4002.701104,N,08038.887616,W,2,11,0.9,241.0,M,-32.0,M,,*72::$GPGSV,3,3,15,29,09,088,25,31,72,008,22,32,41,104,28,10,06,161,*7D::$GPVTG,244.9,T,244.9,M,53.9,N,99.9,K,D*20::$GLGSV,1,1,15,66,77,314,19,76,75,312,16,75,32,033,29*53",15160007,2017-01-15 15:57:30:738
9.815,-0.9786,1.6215,9.5642,-1.0815,1.878,0.2508,0.1029,-0.2565,-0.0102,-0.0234,0.0615,0,15.12,13.44,32.89,62.66,6.33,-78.89,3.1,1000.17,83,19.3,69.327,40.04413,-80.65146,654.84,787.6002706,,99.9,32.258064,260.7,Dec-15,"$GPRMC,205741,A,4002.647567,N,08039.087359,W,53.9,260.7,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205741,4002.647567,N,08039.087359,W,2,11,0.8,235.0,M,-32.0,M,,*73::$GPGSV,3,3,15,29,09,088,15,31,72,008,22,32,41,104,25,10,06,161,*73::$GPVTG,260.7,T,260.7,M,53.9,N,99.9,K,D*20::$GLGSV,1,1,15,66,77,314,25,76,75,312,24,75,32,033,17*50",15170008,2017-01-15 15:57:40:739
10.3358,-1.2396,1.6203,9.5765,-0.9763,1.873,0.7593,-0.2633,-0.2528,-0.0252,-0.0478,0.0734,0,13.67,4.39,28.36,76.34,5.68,-78.87,3.1,1001.17,83.1,19.3,69.456,40.044415,-80.654655,629.03,772.8262784,,99.9,29.032257,288.4,Dec-15,"$GPRMC,205751,A,4002.665064,N,08039.279352,W,53.9,288.4,150117,0.0,E,D*39::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205751,4002.665064,N,08039.279352,W,2,11,0.8,227.0,M,-32.0,M,,*7F::$GPGSV,3,3,15,29,09,087,18,31,71,011,25,32,40,104,30,10,06,161,*78::$GPVTG,288.4,T,288.4,M,53.9,N,99.9,K,D*20::$GLGSV,1,1,15,66,77,313,30,76,75,313,31,75,32,035,28*5C",15180007,2017-01-15 15:57:50:738
10.8403,-1.998,0.8619,9.5776,-1.906,0.8979,1.2627,-0.092,-0.036,0.0216,-0.0527,0.0544,0,12.64,-3.81,21.03,95.79,11.25,-84.6,3.1,1000.98,83,19.4,70.396,40.0456,-80.65716,622.58,772.8262784,,106.2,29.032257,306.4,Dec-15,"$GPRMC,205800,A,4002.736076,N,08039.429802,W,57.3,306.4,150117,0.0,E,D*32::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.0,0.8,0.7*36::$GPGGA,205800,4002.736076,N,08039.429802,W,2,11,0.8,225.0,M,-32.0,M,,*7F::$GPGSV,3,3,15,26,45,177,21,29,09,087,21,31,71,011,24,32,40,104,18*7F::$GPVTG,306.4,T,306.4,M,57.3,N,106.2,K,D*12::$GLGSV,1,1,15,66,77,313,32,76,75,313,30,75,32,035,24*53",15190007,2017-01-15 15:58:00:738
9.7282,-1.5257,1.1803,9.6533,-1.5329,0.7963,0.0749,0.0071,0.384,0.0261,-0.0258,0.0661,0,-0.87,3.42,-0.8,341.88,8.99,-85.28,3.1,1000.74,83,19.3,71.554,40.047268,-80.66007,622.58,726.5867409,,113.4,35.48387,306.1,Dec-15,"$GPRMC,205810,A,4002.836083,N,08039.604387,W,61.2,306.1,150117,0.0,E,D*3C::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205810,4002.836083,N,08039.604387,W,2,11,0.9,225.0,M,-32.0,M,,*71::$GPGSV,3,2,15,16,17,191,23,22,45,284,31,23,08,299,26,25,28,046,21*7B::$GPVTG,306.1,T,306.1,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,15,66,77,313,30,76,75,313,28,75,32,035,18*57",15200008,2017-01-15 15:58:10:739
8.7885,-1.0295,-0.3735,9.731,-1.1686,-0.3345,-0.9425,0.1391,-0.039,0.0906,-0.0304,0.0551,0,24.03,7.16,70.46,80.58,6.85,-91.93,3.1,1000.59,83,19.3,71.624,40.049,-80.66355,625.81,726.5867409,,113.4,32.258064,297.9,Dec-15,"$GPRMC,205821,A,4002.939852,N,08039.812915,W,61.2,297.9,150117,0.0,E,D*3D::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205820,4002.931919,N,08039.792670,W,2,11,0.8,227.0,M,-32.0,M,,*7E::$GPGSV,3,3,15,26,45,177,15,29,09,087,19,31,71,011,27,32,40,104,26*7D::$GPVTG,297.9,T,297.9,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,15,66,77,313,32,76,75,313,29,75,32,035,28*57",15210007,2017-01-15 15:58:20:738
8.7071,-0.9661,1.5892,9.5662,-1.8657,1.0847,-0.8591,0.8997,0.5045,0.0399,0.0127,0.0896,0,15.92,10.16,71.98,78.34,10.97,-83.53,3.1,999.96,83,19.3,73.284,40.049576,-80.66683,635.48,681.1190037,,119.7,32.258064,277.8,Dec-15,"$GPRMC,205830,A,4002.974508,N,08040.010186,W,64.6,277.8,150117,0.0,E,D*3E::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.0,0.8,0.7*36::$GPGGA,205830,4002.974508,N,08040.010186,W,2,11,0.8,229.0,M,-32.0,M,,*71::$GPGSV,3,3,15,26,45,177,19,29,09,087,28,31,71,011,22,32,40,104,22*72::$GPVTG,277.8,T,277.8,M,64.6,N,119.7,K,D*1C::$GLGSV,1,1,15,66,77,313,31,76,75,313,23,75,32,035,27*51",15220008,2017-01-15 15:58:30:739
9.8438,-1.5951,0.4741,9.5623,-1.9951,0.8673,0.2815,0.4,-0.3933,0.0307,-0.0313,0.056,0,18.4,9.19,29.05,62.06,11.77,-84.8,3.1,997.39,83,19.3,71.855,40.050037,-80.67085,683.87,681.1190037,,129.6,29.032257,278.2,Dec-15,"$GPRMC,205840,A,4003.002135,N,08040.251279,W,70.0,278.2,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205840,4003.002135,N,08040.251279,W,2,11,0.9,244.0,M,-32.0,M,,*7B::$GPGSV,3,3,15,26,45,177,27,29,09,087,24,31,71,011,29,32,40,104,21*7B::$GPVTG,278.2,T,278.2,M,70.0,N,129.6,K,D*1D::$GLGSV,1,1,15,66,77,313,32,76,75,313,30,75,32,035,16*52",15230008,2017-01-15 15:58:40:739
9.5583,-1.6873,0.653,9.6222,-1.6021,1.0083,-0.064,-0.0852,-0.3553,0.0353,-0.0041,0.063,0,-0.83,14.81,58.98,75.1,9.4,-84.02,3.1,994.97,83,19.3,71.123,40.050465,-80.674995,754.84,838.0973507,,124.2,29.032257,278.2,Dec-15,"$GPRMC,205850,A,4003.027860,N,08040.499526,W,67.1,278.2,150117,0.0,E,D*3F::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,0.9,0.8*3A::$GPGGA,205850,4003.027860,N,08040.499526,W,2,11,0.9,266.0,M,-32.0,M,,*7B::$GPGSV,3,2,15,16,17,191,16,22,45,284,30,23,08,299,20,25,28,046,17*7F::$GPVTG,278.2,T,278.2,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,15,66,77,313,27,76,75,313,29,75,32,035,13*5B",15240007,2017-01-15 15:58:50:738
9.748,-1.7861,0.3017,9.6552,-1.6954,0.2697,0.0928,-0.0907,0.032,0.0582,-0.0249,0.0642,0,11.97,14.69,27.77,58.44,9.96,-88.4,3.1,992.61,83,19.3,70.89,40.05068,-80.678925,825.81,838.0973507,,119.7,32.258064,269.9,Dec-15,"$GPRMC,205900,A,4003.040910,N,08040.735613,W,64.6,269.9,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,1.0,0.7*3D::$GPGGA,205900,4003.040910,N,08040.735613,W,2,11,1.0,288.0,M,-32.0,M,,*70::$GPGSV,3,3,15,31,71,011,19,32,40,104,22,10,06,161,,16,17,191,*78::$GPVTG,269.9,T,269.9,M,64.6,N,119.7,K,D*1C::$GLGSV,1,1,15,66,77,313,25,76,75,313,24,75,32,035,18*5F",15250008,2017-01-15 15:59:00:739
9.9641,-1.4826,0.3484,9.6337,-1.7605,0.5125,0.3304,0.2779,-0.1641,0.0536,-0.049,0.0532,0,13.32,17.84,24.13,50.11,10.38,-86.95,3.1,990.29,83.1,19.3,71.347,40.050343,-80.682686,867.74,977.9935635,,116.1,29.032257,259.5,Dec-15,"$GPRMC,205910,A,4003.020687,N,08040.961509,W,62.7,259.5,150117,0.0,E,D*3A::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205910,4003.020687,N,08040.961509,W,2,11,0.8,301.0,M,-32.0,M,,*78::$GPGSV,3,3,15,31,71,011,20,32,40,104,27,10,06,161,,23,08,299,*74::$GPVTG,259.5,T,259.5,M,62.7,N,116.1,K,D*12::$GLGSV,1,1,15,66,77,313,22,76,75,313,19,75,32,035,16*58",15260007,2017-01-15 15:59:10:738
9.2889,-1.5903,1.0205,9.5311,-2.1002,0.9584,-0.2422,0.5098,0.0621,0.0286,-0.0292,0.0517,0,15.23,18.41,31.52,54.72,12.39,-84.27,3.1,987.84,82.9,19.4,71.302,40.04952,-80.68666,916.13,977.9935635,,116.1,29.032257,253.9,Dec-15,"$GPRMC,205921,A,4002.971215,N,08041.199862,W,62.7,253.9,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205921,4002.971215,N,08041.199862,W,2,11,0.8,316.0,M,-32.0,M,,*71::$GPGSV,3,3,15,31,71,011,27,32,40,104,30,10,06,161,,23,08,299,*75::$GPVTG,253.9,T,253.9,M,62.7,N,116.1,K,D*12::$GLGSV,1,1,15,66,77,313,28,76,75,313,12,75,32,035,20*5C",15270007,2017-01-15 15:59:20:738
10.2077,-1.1696,2.3104,9.4748,-1.896,1.6743,0.7329,0.7264,0.6361,-0.0105,-0.0344,0.067,0,16.94,16.69,30.36,51.78,11.21,-80.01,3.1,985.58,83,19.4,71.17,40.048725,-80.69027,974.19,1109.690931,,114.3,32.258064,256,Dec-15,"$GPRMC,205931,A,4002.923489,N,08041.416411,W,61.7,256.0,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.1,0.8,0.7*37::$GPGGA,205931,4002.923489,N,08041.416411,W,2,11,0.8,334.0,M,-32.0,M,,*7E::$GPGSV,3,3,15,31,71,012,29,32,39,105,17,10,05,161,,23,08,299,*71::$GPVTG,256.0,T,256.0,M,61.7,N,114.3,K,D*11::$GLGSV,1,1,15,66,77,313,29,76,75,313,23,75,32,035,18*54",15280007,2017-01-15 15:59:30:738
10.407,-1.5856,2.2589,9.523,-1.2168,2.0004,0.884,-0.3688,0.2585,-0.0157,-0.0258,0.0648,0,13.21,6.86,26.97,68.8,7.13,-78.14,3.1,984.22,83,19.3,69.948,40.048813,-80.693565,1025.81,1109.690931,,109.8,35.48387,283.9,Dec-15,"$GPRMC,205940,A,4002.928692,N,08041.614041,W,59.3,283.9,150117,0.0,E,D*39::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.2,1.0,0.7*3D::$GPGGA,205940,4002.928692,N,08041.614041,W,2,11,1.0,350.0,M,-32.0,M,,*71::$GPGSV,3,1,15,01,06,260,20,03,36,302,28,14,64,078,25,16,18,191,18*72::$GPVTG,283.9,T,283.9,M,59.3,N,109.8,K,D*19::$GLGSV,1,1,15,66,77,313,33,76,75,313,31,75,32,035,23*54",15290008,2017-01-15 15:59:40:739
10.067,-0.8996,2.2984,9.5756,-0.6865,2.0019,0.4914,-0.2132,0.2966,-0.013,-0.0383,0.0749,0,13.74,-2.38,14.76,93.97,4.01,-78.19,3.1,985.28,82.9,19.3,69.912,40.050247,-80.69658,1003.23,1154.957971,,109.8,29.032257,314.1,Dec-15,"$GPRMC,205950,A,4003.014902,N,08041.794638,W,59.3,314.1,150117,0.0,E,D*3F::$GPGSA,A,3,01,03,10,14,16,22,25,26,29,31,32,,1.0,0.8,0.7*36::$GPGGA,205950,4003.014902,N,08041.794638,W,2,11,0.8,343.0,M,-32.0,M,,*7B::$GPGSV,3,2,15,16,18,191,28,22,45,282,30,23,08,299,24,25,27,045,26*71::$GPVTG,314.1,T,314.1,M,59.3,N,109.8,K,D*19::$GLGSV,1,1,15,66,78,310,26,76,75,319,29,75,31,035,29*56",15300007,2017-01-15 15:59:50:738
