ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),TEMPERATURE (F),RELATIVE HUMIDITY (%),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.8533,-0.893,0.6997,9.697,-0.8679,1.1773,0.1564,-0.0252,-0.4776,0.0322,-0.0255,0.0697,0,14.45,18.2,33.05,57.87,5.08,-83.08,3.1,993.14,81.8,19.7,70.324,40.05552,-81.31778,841.94,1012.390819,,123.3,16.129032,242.9,Dec-14,"$GPRMC,212711,A,4003.331223,N,08119.066385,W,66.6,242.9,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.1,0.8,0.8*39::$GPGGA,212711,4003.331223,N,08119.066385,W,2,12,0.8,293.0,M,-32.0,M,,*70::$GPGSV,3,3,14,29,14,075,20,31,61,035,26,32,29,115,29*41::$GPVTG,242.9,T,242.9,M,66.6,N,123.3,K,D*13::$GLGSV,1,1,14,66,79,210,22,76,00,000,21,75,18,040,24*56",16940009,2017-01-15 16:27:10:740
9.9198,-0.9541,1.0828,9.6951,-1.1039,0.978,0.2247,0.1499,0.1047,0.046,-0.0136,0.0734,0,16.16,19.09,31.23,54.28,6.46,-84.24,3.1,994.44,81.8,19.7,70.468,40.054115,-81.32137,816.13,916.4031234,,124.2,19.35484,243,Dec-14,"$GPRMC,212721,A,4003.246941,N,08119.282330,W,67.1,243.0,150117,0.0,E,D*3D::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.1,0.8,0.8*39::$GPGGA,212721,4003.246941,N,08119.282330,W,2,12,0.8,285.0,M,-32.0,M,,*7C::$GPGSV,3,3,14,29,14,075,17,31,61,035,26,32,29,115,28*44::$GPVTG,243.0,T,243.0,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,79,210,28,76,00,000,25,75,18,040,23*5F",16950008,2017-01-15 16:27:20:739
9.6486,-1.1498,1.4066,9.6741,-1.0741,1.1953,-0.0254,-0.0757,0.2113,0.0307,-0.0319,0.07,0,13.87,19.57,31.25,53.09,6.29,-82.96,3.1,995.14,81.8,19.8,70.552,40.05271,-81.325005,848.39,916.4031234,,125.1,16.129032,244.5,Dec-14,"$GPRMC,212731,A,4003.162617,N,08119.500547,W,67.5,244.5,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.1,0.8,0.8*39::$GPGGA,212731,4003.162617,N,08119.500547,W,2,12,0.8,295.0,M,-32.0,M,,*7E::$GPGSV,3,3,14,29,14,074,20,31,61,035,27,32,29,115,28*40::$GPVTG,244.5,T,244.5,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,78,208,24,76,66,001,25,75,18,040,22*5B",16960007,2017-01-15 16:27:30:738
9.6618,-1.2594,1.2175,9.6543,-1.2492,1.185,0.0075,-0.0102,0.0325,0.0298,-0.038,0.0722,0,16.08,16.95,33.99,58.6,7.31,-83,3.1,995.37,81.8,19.9,70.571,40.051544,-81.32875,787.1,864.9982254,,124.2,12.903226,250.9,Dec-14,"$GPRMC,212741,A,4003.092764,N,08119.724910,W,67.1,250.9,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.1,0.8,0.8*39::$GPGGA,212741,4003.092764,N,08119.724910,W,2,12,0.8,276.0,M,-32.0,M,,*75::$GPGSV,3,3,14,29,14,074,25,31,61,035,21,32,29,115,26*4D::$GPVTG,250.9,T,250.9,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,28,76,66,001,24,75,18,040,29*5D",16970007,2017-01-15 16:27:40:738
10.2376,-1.6735,0.8045,9.674,-1.213,1.0546,0.5636,-0.4606,-0.2501,0.0304,-0.0298,0.0667,0,19.6,16.25,32.63,60.14,7.07,-83.78,3.1,995.31,81.9,19.8,70.891,40.05069,-81.33265,761.29,864.9982254,,125.1,12.903226,256.2,Dec-14,"$GPRMC,212751,A,4003.041364,N,08119.958728,W,67.5,256.2,150117,0.0,E,D*31::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.1,0.8,0.8*39::$GPGGA,212751,4003.041364,N,08119.958728,W,2,12,0.8,268.0,M,-32.0,M,,*71::$GPGSV,3,3,14,31,60,036,18,32,28,115,32,01,00,000,*4A::$GPVTG,256.2,T,256.2,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,78,208,25,76,66,001,15,75,18,040,22*59",16980008,2017-01-15 16:27:50:739
10.1382,-1.6364,1.2414,9.6747,-1.213,1.0482,0.4635,-0.4234,0.1932,0.0301,-0.0448,0.0709,0,19.14,14.66,33.82,60.9,7.11,-83.82,3.1,995.88,81.9,19.8,69.653,40.050167,-81.336205,767.74,854.9854964,,124.2,12.903226,260.3,Dec-14,"$GPRMC,212800,A,4003.010150,N,08120.172305,W,67.1,260.3,150117,0.0,E,D*3A::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.1,0.8,0.8*39::$GPGGA,212800,4003.010150,N,08120.172305,W,2,12,0.8,270.0,M,-32.0,M,,*73::$GPGSV,3,3,14,31,60,036,26,32,28,115,28,01,00,000,*4C::$GPVTG,260.3,T,260.3,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,27,76,66,001,22,75,18,040,24*59",16990007,2017-01-15 16:28:00:738
9.9784,-1.2498,0.7165,9.6858,-1.2193,0.9323,0.2926,-0.0305,-0.2159,0.0338,-0.0356,0.0676,0,16.01,15.59,28.75,57.43,7.13,-84.51,3.1,996.01,81.8,19.8,70.012,40.04961,-81.3406,764.52,854.9854964,,124.2,12.903226,260.3,Dec-14,"$GPRMC,212810,A,4002.980171,N,08120.411792,W,67.1,260.3,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212810,4002.980171,N,08120.411792,W,2,12,0.8,269.0,M,-32.0,M,,*72::$GPGSV,3,3,14,31,60,036,21,32,28,115,29,01,00,000,*4A::$GPVTG,260.3,T,260.3,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,22,76,66,001,16,75,18,040,24*5B",17000008,2017-01-15 16:28:10:739
9.8222,-1.4868,0.5255,9.7054,-1.2451,0.6524,0.2884,-0.0363,-0.188,0.0335,-0.0328,0.0618,0,12.45,14.42,34.52,65.28,7.28,-86.14,3.1,996.18,81.9,19.8,70.616,40.0491,-81.344185,764.52,846.3076105,,124.2,9.677419,258.3,Dec-14,"$GPRMC,212820,A,4002.946041,N,08120.651205,W,67.1,258.3,150117,0.0,E,D*3E::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212820,4002.946041,N,08120.651205,W,2,12,0.8,269.0,M,-32.0,M,,*74::$GPGSV,3,3,14,29,14,074,26,31,60,036,18,32,28,115,31*41::$GPVTG,258.3,T,258.3,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,25,76,66,001,20,75,18,040,25*58",17010007,2017-01-15 16:28:20:738
9.8174,-1.4467,1.2079,9.6763,-1.2185,1.0274,0.1412,-0.2282,0.1805,0.0319,-0.0289,0.0676,0,19.87,13.43,32.97,58.01,7.12,-83.97,3.1,996.49,81.9,19.8,70.649,40.04842,-81.34816,767.74,846.3076105,,124.2,12.903226,257.2,Dec-14,"$GPRMC,212830,A,4002.905230,N,08120.889738,W,67.1,257.2,150117,0.0,E,D*32::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212830,4002.905230,N,08120.889738,W,2,12,0.8,270.0,M,-32.0,M,,*7E::$GPGSV,3,3,14,29,14,074,26,31,60,036,19,32,28,115,33*42::$GPVTG,257.2,T,257.2,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,26,76,66,001,21,75,18,040,18*54",17020007,2017-01-15 16:28:30:738
9.9156,-1.394,0.483,9.6706,-1.4786,0.6813,0.245,0.0846,-0.1983,0.0347,-0.0585,0.0752,0,10.52,15.99,24.83,53.72,8.67,-85.97,3.1,995.78,81.8,19.8,70.142,40.04775,-81.35211,777.42,844.6135246,,124.2,9.677419,257.6,Dec-14,"$GPRMC,212840,A,4002.864925,N,08121.126585,W,67.1,257.6,150117,0.0,E,D*31::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212840,4002.864925,N,08121.126585,W,2,12,0.8,273.0,M,-32.0,M,,*7A::$GPGSV,3,3,14,29,14,074,20,31,60,036,18,32,28,115,33*45::$GPVTG,257.6,T,257.6,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,21,76,66,001,17,75,18,040,22*5F",17030007,2017-01-15 16:28:40:738
9.6247,-1.342,1.1121,9.7097,-1.1373,0.7739,-0.085,-0.2046,0.3382,0.0341,-0.0341,0.0557,0,14.39,14.34,25.71,56.51,6.66,-85.45,3.1,995.74,81.8,19.8,70.548,40.047054,-81.35607,774.19,844.6135246,,125.1,9.677419,257.1,Dec-14,"$GPRMC,212850,A,4002.823284,N,08121.364350,W,67.5,257.1,150117,0.0,E,D*3A::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212850,4002.823284,N,08121.364350,W,2,12,0.8,272.0,M,-32.0,M,,*73::$GPGSV,3,3,14,31,60,036,12,32,28,115,31,01,00,000,*43::$GPVTG,257.1,T,257.1,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,78,208,24,76,66,001,16,75,18,040,18*52",17040007,2017-01-15 16:28:50:738
9.642,-0.8218,1.1013,9.706,-1.1531,0.796,-0.064,0.3313,0.3053,0.0365,-0.0316,0.0657,0,11.92,14.84,26.22,55.35,6.76,-85.31,3.1,996.44,81.8,19.9,69.558,40.04631,-81.360405,761.29,841.9309212,,124.2,9.677419,257.1,Dec-14,"$GPRMC,212901,A,4002.778763,N,08121.624461,W,67.1,257.1,150117,0.0,E,D*32::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212901,4002.778763,N,08121.624461,W,2,12,0.8,268.0,M,-32.0,M,,*74::$GPGSV,3,3,14,31,60,036,18,32,28,115,31,01,00,000,*49::$GPVTG,257.1,T,257.1,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,24,76,66,001,16,75,18,040,24*5D",17050008,2017-01-15 16:29:00:739
9.7552,-1.4257,0.4495,9.6938,-1.2673,0.7711,0.0614,-0.1585,-0.3216,0.0335,-0.0371,0.0667,0,13.95,15.35,23.16,52.22,7.42,-85.45,3.1,996.43,81.7,19.8,71.067,40.045605,-81.364334,748.39,841.9309212,,124.2,9.677419,257.3,Dec-14,"$GPRMC,212910,A,4002.740712,N,08121.836616,W,67.1,257.1,150117,0.0,E,D*30::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212910,4002.740712,N,08121.836616,W,2,12,0.8,264.0,M,-32.0,M,,*7A::$GPGSV,3,3,14,31,60,036,19,32,28,115,31,01,00,000,*48::$GPVTG,257.3,T,257.3,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,21,76,66,001,13,75,18,040,23*5A",17060007,2017-01-15 16:29:10:738
9.7989,-1.1025,0.8278,9.7006,-1.2524,0.7069,0.0982,0.1499,0.1209,0.0371,-0.0173,0.0651,0,14.52,14.92,26.68,56.6,7.34,-85.83,3.1,996.59,81.8,19.9,70.853,40.04491,-81.368286,748.39,833.5630173,,124.2,9.677419,257.1,Dec-14,"$GPRMC,212921,A,4002.694761,N,08122.097323,W,67.1,257.1,150117,0.0,E,D*3D::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212921,4002.694761,N,08122.097323,W,2,12,0.8,264.0,M,-32.0,M,,*77::$GPGSV,3,3,14,31,60,036,18,32,28,115,32,01,00,000,*4A::$GPVTG,257.1,T,257.1,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,208,20,76,66,001,16,75,18,040,20*5D",17070007,2017-01-15 16:29:20:738
10.2484,-1.1205,0.7165,9.7008,-1.2695,0.6729,0.5476,0.149,0.0435,0.0329,-0.0383,0.0648,0,15.7,14.87,22.45,49.21,7.41,-86.03,3.1,996.57,81.9,19.8,70.391,40.044224,-81.37224,745.16,833.5630173,,124.2,12.903226,257.1,Dec-14,"$GPRMC,212931,A,4002.653437,N,08122.334595,W,67.1,257.1,150117,0.0,E,D*36::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,212931,4002.653437,N,08122.334595,W,2,12,0.8,263.0,M,-32.0,M,,*7B::$GPGSV,3,3,14,31,60,036,19,32,28,115,31,01,00,000,*48::$GPVTG,257.1,T,257.1,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,19,76,64,002,17,75,17,040,17*51",17080007,2017-01-15 16:29:30:738
9.9114,-1.1061,0.3998,9.6769,-1.3936,0.765,0.2345,0.2875,-0.3652,0.0377,-0.0371,0.0697,0,12,16.23,23.22,52.2,8.19,-85.43,3.1,996.32,81.9,19.8,70.238,40.04362,-81.37579,741.94,831.5618031,,124.2,32.258064,257.2,Dec-14,"$GPRMC,212940,A,4002.617261,N,08122.547567,W,67.1,257.2,150117,0.0,E,D*39::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.9,0.8*3B::$GPGGA,212940,4002.617261,N,08122.547567,W,2,12,0.9,262.0,M,-32.0,M,,*77::$GPGSV,3,3,14,31,60,036,19,32,28,115,32,01,00,000,*4B::$GPVTG,257.2,T,257.2,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,16,76,64,002,14,75,17,040,22*5B",17090007,2017-01-15 16:29:40:738
10.0461,-1.9411,0.4567,9.6676,-1.571,0.4902,0.585,-0.2637,0.1349,0.0426,-0.0368,0.074,0,10.08,16.72,25.34,52.78,9.18,-87.1,3.1,995.3,81.9,19.8,70.383,40.042923,-81.3797,754.84,831.5618031,,124.2,32.258064,256.3,Dec-14,"$GPRMC,212950,A,4002.575442,N,08122.781647,W,67.1,256.3,150117,0.0,E,D*31::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.9,0.8*3B::$GPGGA,212950,4002.575442,N,08122.781647,W,2,12,0.9,266.0,M,-32.0,M,,*7B::$GPGSV,3,3,14,31,60,036,12,32,28,115,30,01,00,000,*42::$GPVTG,256.3,T,256.3,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,15,76,64,002,13,75,17,040,17*59",17100007,2017-01-15 16:29:50:738
10.7637,-2.0207,1.0139,9.6334,-1.5112,1.0413,1.1303,-0.5095,-0.0274,0.0313,-0.035,0.0813,0,15.11,17.48,32.31,56.99,8.86,-83.83,3.1,994.24,81.9,19.8,68.71,40.042,-81.38401,754.84,831.5618031,,125.1,32.258064,253.8,Dec-14,"$GPRMC,213001,A,4002.520106,N,08123.040315,W,67.5,253.8,150117,0.0,E,D*3B::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.9,0.8*3B::$GPGGA,213001,4002.520106,N,08123.040315,W,2,12,0.9,266.0,M,-32.0,M,,*7B::$GPGSV,3,3,14,31,60,036,14,32,28,115,28,01,00,000,*4D::$GPVTG,253.8,T,253.8,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,78,205,26,76,64,002,16,75,17,040,25*5D",17110007,2017-01-15 16:30:00:738
9.9288,-1.4389,0.9774,9.6368,-1.5134,1.0063,0.292,0.0745,-0.0288,0.0396,-0.0451,0.0688,0,17.26,16.65,31.7,56.47,8.89,-84.04,3.1,993.16,81.9,19.9,70.3,40.041267,-81.38753,787.1,892.2000207,,124.2,32.258064,255,Dec-14,"$GPRMC,213010,A,4002.476012,N,08123.251759,W,67.1,255.0,150117,0.0,E,D*39::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213010,4002.476012,N,08123.251759,W,2,12,0.8,276.0,M,-32.0,M,,*73::$GPGSV,3,3,14,31,60,036,19,32,28,115,30,01,00,000,*49::$GPVTG,255.0,T,255.0,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,27,76,64,002,23,75,17,040,18*54",17120008,2017-01-15 16:30:10:739
9.4751,-0.9224,1.1935,9.6646,-1.2507,1.0958,-0.1896,0.3284,0.0977,0.0277,-0.0466,0.0618,0,17.13,16.03,31.63,58.25,7.35,-83.53,3.1,992.7,81.6,19.9,69.505,40.040455,-81.39146,822.58,892.2000207,,124.2,29.032257,254.7,Dec-14,"$GPRMC,213020,A,4002.427485,N,08123.487296,W,67.1,254.7,150117,0.0,E,D*39::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.9,0.8*3B::$GPGGA,213020,4002.427485,N,08123.487296,W,2,12,0.9,287.0,M,-32.0,M,,*7A::$GPGSV,3,3,14,31,60,036,14,32,28,115,31,01,00,000,*45::$GPVTG,254.7,T,254.7,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,23,76,64,002,22,75,17,040,16*5F",17130008,2017-01-15 16:30:20:739
9.7749,-0.7997,1.1396,9.6934,-1.1127,0.9847,0.0815,0.313,0.1549,0.0325,-0.0249,0.0627,0,16.12,16.06,31.4,58.29,6.51,-84.2,3.1,993.16,81.8,19.9,70.076,40.039646,-81.39536,825.81,936.3940395,,124.2,29.032257,254.9,Dec-14,"$GPRMC,213030,A,4002.378917,N,08123.721584,W,67.1,254.9,150117,0.0,E,D*36::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.9,0.8*3B::$GPGGA,213030,4002.378917,N,08123.721584,W,2,12,0.9,288.0,M,-32.0,M,,*74::$GPGSV,3,3,14,31,60,036,20,32,28,115,31,01,00,000,*42::$GPVTG,254.9,T,254.9,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,26,76,64,002,24,75,17,040,19*53",17140008,2017-01-15 16:30:30:739
9.432,-1.151,0.9284,9.6948,-1.1383,0.9409,-0.2629,-0.0127,-0.0126,0.0353,-0.0408,0.081,0,17.74,16.05,33.23,56.7,6.64,-84.47,3.1,993.77,81.8,19.9,70.349,40.038765,-81.39964,809.68,936.3940395,,124.2,29.032257,255,Dec-14,"$GPRMC,213041,A,4002.325913,N,08123.978267,W,67.1,255.0,150117,0.0,E,D*3C::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213041,4002.325913,N,08123.978267,W,2,12,0.8,283.0,M,-32.0,M,,*7C::$GPGSV,3,3,14,31,60,036,17,32,28,115,30,01,00,000,*47::$GPVTG,255.0,T,255.0,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,24,76,64,002,27,75,17,040,18*53",17150007,2017-01-15 16:30:40:738
9.1494,-1.4605,1.5682,9.576,-1.5701,1.4164,-0.4265,0.1096,0.1518,0.0017,-0.0228,0.0645,0,13.69,16.25,33.97,59.23,9.21,-81.59,3.1,993.14,81.8,19.9,69.93,40.038,-81.40353,819.35,904.2279315,,125.1,32.258064,257,Dec-14,"$GPRMC,213051,A,4002.279929,N,08124.211636,W,67.5,257.0,150117,0.0,E,D*39::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213051,4002.279929,N,08124.211636,W,2,12,0.8,286.0,M,-32.0,M,,*7A::$GPGSV,3,3,14,31,60,036,21,32,28,115,29,01,00,000,*4A::$GPVTG,257.0,T,257.0,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,78,205,24,76,64,002,14,75,17,040,22*5A",17160009,2017-01-15 16:30:50:740
9.7384,-1.1797,1.1217,9.6286,-1.2489,1.3788,0.1098,0.0692,-0.2571,0.0264,-0.0118,0.0615,0,10.62,10.48,40.37,76.53,7.31,-81.82,3.1,992.4,81.9,20,70.554,40.03788,-81.40758,838.71,904.2279315,,125.1,29.032257,275.7,Dec-14,"$GPRMC,213101,A,4002.272747,N,08124.454433,W,67.5,275.7,150117,0.0,E,D*37::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213101,4002.272747,N,08124.454433,W,2,12,0.8,292.0,M,-32.0,M,,*76::$GPGSV,3,3,14,31,60,036,23,32,28,115,17,01,00,000,*45::$GPVTG,275.7,T,275.7,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,78,205,22,76,64,002,28,75,17,040,21*50",17170008,2017-01-15 16:31:00:739
10.0646,-1.2791,0.8865,9.6889,-1.1709,0.9613,0.3757,-0.1082,-0.0748,0.0316,-0.0573,0.074,0,17.33,9.6,29.66,66.41,6.86,-84.33,3.1,992.59,81.7,19.9,68.79,40.03828,-81.411156,822.58,938.5032367,,124.2,35.48387,277.5,Dec-14,"$GPRMC,213111,A,4002.299438,N,08124.692910,W,67.1,277.8,150117,0.0,E,D*35::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213111,4002.299438,N,08124.692910,W,2,12,0.8,288.0,M,-32.0,M,,*76::$GPGSV,3,3,14,31,59,037,25,32,27,116,17,01,00,000,*44::$GPVTG,277.8,T,277.8,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,24,76,64,002,24,75,17,040,19*51",17180007,2017-01-15 16:31:10:738
9.7235,-1.5796,0.8422,9.6672,-1.3894,0.8862,0.0563,-0.1902,-0.044,0.0411,-0.0246,0.0532,0,15.19,9.68,31.59,67.83,8.15,-84.76,3.1,992.57,82,19.9,69.909,40.03872,-81.41507,845.16,938.5032367,,123.3,35.48387,277.9,Dec-14,"$GPRMC,213121,A,4002.325481,N,08124.928198,W,67.1,277.6,150117,0.0,E,D*3A::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213120,4002.323270,N,08124.904201,W,2,12,0.8,294.0,M,-32.0,M,,*78::$GPGSV,3,3,14,31,59,037,15,32,27,116,15,01,00,000,*45::$GPVTG,277.6,T,277.6,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,78,205,24,76,64,002,18,75,17,040,21*55",17190008,2017-01-15 16:31:20:739
9.8515,-1.4736,0.2448,9.6869,-1.4596,0.4517,0.1646,-0.014,-0.2069,0.0512,-0.0252,0.0648,0,15.97,12.18,31.29,64.43,8.56,-87.33,3.1,992.33,81.7,19.9,71.07,40.038963,-81.419525,829.03,942.7667869,,124.2,29.032257,269.3,Dec-14,"$GPRMC,213131,A,4002.337758,N,08125.171516,W,67.1,269.3,150117,0.0,E,D*32::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213131,4002.337758,N,08125.171516,W,2,12,0.8,289.0,M,-32.0,M,,*74::$GPGSV,3,3,14,32,27,116,29,01,00,000,,25,15,040,*43::$GPVTG,269.3,T,269.3,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,77,202,28,76,63,004,22,75,16,040,14*5E",17200007,2017-01-15 16:31:30:738
9.5253,-0.8661,0.4447,9.7011,-1.3415,0.5085,-0.1758,0.4754,-0.0637,0.0509,-0.0133,0.0618,0,14.43,15.39,31.78,61.43,7.86,-87,3.1,991.71,81.8,20,70.726,40.038624,-81.423195,835.48,942.7667869,,124.2,29.032257,259.1,Dec-14,"$GPRMC,213140,A,4002.317544,N,08125.391569,W,67.1,259.1,150117,0.0,E,D*3C::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213140,4002.317544,N,08125.391569,W,2,12,0.8,291.0,M,-32.0,M,,*72::$GPGSV,3,1,14,03,43,285,28,14,53,102,22,16,33,191,28,22,47,261,21*7E::$GPVTG,259.1,T,259.1,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,76,201,21,76,63,004,25,75,16,040,25*50",17210008,2017-01-15 16:31:40:739
9.5235,-1.5119,0.8535,9.7021,-1.2201,0.742,-0.1786,-0.2919,0.1116,0.0356,-0.042,0.0569,0,15.1,17.27,31.76,58.26,7.15,-85.63,3.1,991.53,81.8,19.9,69.629,40.037716,-81.42707,864.52,964.5280828,,125.1,29.032257,248.2,Dec-14,"$GPRMC,213150,A,4002.262944,N,08125.624389,W,67.5,248.2,150117,0.0,E,D*36::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213150,4002.262944,N,08125.624389,W,2,12,0.8,300.0,M,-32.0,M,,*76::$GPGSV,3,3,14,31,59,037,18,32,27,116,28,01,00,000,*46::$GPVTG,248.2,T,248.2,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,14,66,76,201,26,76,63,004,26,75,16,040,25*54",17220007,2017-01-15 16:31:50:738
10.1293,-1.6508,0.9577,9.6634,-1.3219,1.0208,0.4659,-0.3289,-0.0631,0.0405,-0.0417,0.0737,0,16.72,17.38,31.84,56.91,7.73,-83.96,3.1,991.55,81.9,20.1,69.713,40.03651,-81.43084,858.06,964.5280828,,124.2,29.032257,247.1,Dec-14,"$GPRMC,213200,A,4002.190611,N,08125.850224,W,67.1,247.1,150117,0.0,E,D*32::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213200,4002.190611,N,08125.850224,W,2,12,0.8,298.0,M,-32.0,M,,*7A::$GPGSV,3,3,14,31,59,037,20,32,27,116,27,01,00,000,*42::$GPVTG,247.1,T,247.1,M,67.1,N,124.2,K,D*13::$GLGSV,1,1,14,66,76,201,26,76,63,004,26,75,16,040,25*54",17230008,2017-01-15 16:32:00:739
9.4637,-1.3617,1.1115,9.6358,-1.3044,1.2731,-0.1721,-0.0573,-0.1616,0.0243,-0.0359,0.0572,0,18.88,16.34,33.06,57.4,7.64,-82.49,3.1,991,81.7,20.1,71.238,40.035328,-81.43455,861.29,967.1018519,,123.3,29.032257,249,Dec-14,"$GPRMC,213210,A,4002.119745,N,08126.072831,W,66.6,249.0,150117,0.0,E,D*3E::$GPGSA,A,3,01,03,10,14,16,22,23,25,26,29,31,32,1.2,0.8,0.8*3A::$GPGGA,213210,4002.119745,N,08126.072831,W,2,12,0.8,299.0,M,-32.0,M,,*7E::$GPGSV,3,3,14,31,59,037,20,32,27,116,28,01,00,000,*4D::$GPVTG,249.0,T,249.0,M,66.6,N,123.3,K,D*13::$GLGSV,1,1,14,66,76,201,20,76,63,004,25,75,16,040,24*50",17240009,2017-01-15 16:32:10:740
